"x","y","Z_cell"
0.57714,0.42422,"stroma"
0.57826,0.42372,"stroma"
0.57291,0.42795,"stroma"
0.57584,0.42159,"stroma"
0.57263,0.4289,"lymphocyte"
0.57677,0.42895,"stroma"
0.57859,0.42536,"lymphocyte"
0.57845,0.42768,"stroma"
0.57849,0.4199,"lymphocyte"
0.57584,0.42418,"stroma"
0.57017,0.42945,"stroma"
0.57491,0.42345,"lymphocyte"
0.57375,0.42872,"lymphocyte"
0.57835,0.4199,"stroma"
0.57454,0.42522,"blood"
0.57631,0.42286,"stroma"
0.57431,0.42231,"lymphocyte"
0.5737,0.42758,"stroma"
0.57007,0.43754,"tumor"
0.57719,0.43876,"tumor"
0.56984,0.43445,"ductal epithelium"
0.57017,0.43572,"tumor"
0.57989,0.43795,"tumor"
0.57175,0.43099,"necrosis"
0.57631,0.4359,"tumor"
0.57584,0.43458,"tumor"
0.57147,0.43399,"ductal epithelium"
0.57268,0.43349,"ductal epithelium"
0.57021,0.43972,"tumor"
0.57356,0.43567,"ductal epithelium"
0.57151,0.43208,"tumor"
0.57142,0.43626,"tumor"
0.57863,0.43199,"tumor"
0.57877,0.43995,"stroma"
0.57575,0.43145,"stroma"
0.58012,0.43149,"tumor"
0.57877,0.43699,"tumor"
0.57812,0.43054,"tumor"
0.57156,0.42986,"lymphocyte"
0.57505,0.43731,"stroma"
0.57012,0.43317,"ductal epithelium"
0.5724,0.43631,"tumor"
0.57421,0.43304,"tumor"
0.57687,0.43227,"tumor"
0.58031,0.43017,"tumor"
0.57338,0.43695,"tumor"
0.57342,0.4389,"tumor"
0.57952,0.43449,"stroma"
0.57477,0.43508,"tumor"
0.57835,0.43445,"stroma"
0.5731,0.43222,"tumor"
0.57952,0.43313,"tumor"
0.5791,0.42977,"blood"
0.57668,0.43695,"stroma"
0.57379,0.43136,"stroma"
0.57421,0.44235,"tumor"
0.57431,0.4404,"tumor"
0.57161,0.44126,"tumor"
0.57947,0.44135,"tumor"
0.57882,0.44644,"tumor"
0.57817,0.44813,"tumor"
0.57747,0.44299,"tumor"
0.57598,0.4484,"ductal epithelium"
0.57956,0.44972,"ductal epithelium"
0.57435,0.44872,"tumor"
0.57719,0.44417,"tumor"
0.57268,0.44504,"tumor"
0.57742,0.44085,"tumor"
0.57556,0.44667,"ductal epithelium"
0.57552,0.44531,"ductal epithelium"
0.57156,0.44526,"tumor"
0.57701,0.44563,"ductal epithelium"
0.56993,0.44522,"tumor"
0.57245,0.44735,"ductal epithelium"
0.57361,0.44385,"tumor"
0.57505,0.44408,"tumor"
0.57151,0.44899,"stroma"
0.57742,0.44949,"ductal epithelium"
0.57575,0.44949,"ductal epithelium"
0.57891,0.44422,"tumor"
0.57603,0.44017,"ductal epithelium"
0.57384,0.44658,"stroma"
0.58026,0.44903,"tumor"
0.56989,0.4499,"stroma"
0.57193,0.44254,"tumor"
0.58026,0.44067,"tumor"
0.57058,0.44958,"blood"
0.57849,0.44195,"tumor"
0.57021,0.44822,"stroma"
0.57347,0.44853,"stroma"
0.57072,0.4579,"stroma"
0.57198,0.45685,"stroma"
0.57682,0.45444,"stroma"
0.57077,0.45926,"stroma"
0.57026,0.45535,"stroma"
0.57677,0.45031,"tumor"
0.57384,0.45871,"stroma"
0.57259,0.45262,"stroma"
0.57863,0.45553,"stroma"
0.57468,0.45653,"stroma"
0.57682,0.45535,"stroma"
0.57538,0.45962,"lymphocyte"
0.5744,0.45367,"stroma"
0.57938,0.45376,"stroma"
0.57096,0.45262,"stroma"
0.57417,0.46049,"necrosis"
0.57756,0.45844,"stroma"
0.57845,0.45135,"tumor"
0.57217,0.4589,"stroma"
0.57808,0.4603,"ductal epithelium"
0.57198,0.45058,"tumor"
0.57994,0.45167,"ductal epithelium"
0.57426,0.4509,"stroma"
0.57733,0.45667,"stroma"
0.57719,0.4529,"stroma"
0.57305,0.4539,"necrosis"
0.57873,0.45935,"tumor"
0.5757,0.45735,"stroma"
0.5784,0.45662,"stroma"
0.57677,0.45976,"tumor"
0.57822,0.45781,"lymphocyte"
0.57566,0.45072,"stroma"
0.57449,0.4579,"stroma"
0.57379,0.45526,"stroma"
0.57952,0.46021,"ductal epithelium"
0.57984,0.45849,"tumor"
0.57421,0.46144,"lymphocyte"
0.57356,0.46708,"stroma"
0.57114,0.46785,"stroma"
0.57756,0.46698,"stroma"
0.57701,0.46503,"stroma"
0.57412,0.46312,"stroma"
0.57277,0.46062,"stroma"
0.57412,0.46549,"lymphocyte"
0.57291,0.46371,"stroma"
0.571,0.46467,"stroma"
0.57626,0.46199,"stroma"
0.56998,0.46553,"stroma"
0.57058,0.46199,"stroma"
0.57803,0.46217,"stroma"
0.57221,0.47007,"lymphocyte"
0.57528,0.46312,"stroma"
0.57998,0.46835,"tumor"
0.57905,0.47026,"tumor"
0.57621,0.46553,"stroma"
0.57384,0.4678,"stroma"
0.57198,0.4658,"stroma"
0.57817,0.46412,"stroma"
0.57319,0.4703,"stroma"
0.57524,0.46103,"lymphocyte"
0.57519,0.46917,"stroma"
0.57007,0.4683,"stroma"
0.57496,0.46589,"stroma"
0.57133,0.46353,"stroma"
0.57086,0.46562,"stroma"
0.57868,0.46885,"tumor"
0.5704,0.47003,"stroma"
0.57882,0.46567,"stroma"
0.57361,0.4693,"stroma"
0.57747,0.47007,"tumor"
0.575,0.46417,"stroma"
0.57831,0.46803,"tumor"
0.57193,0.4608,"stroma"
0.57584,0.47044,"tumor"
0.5771,0.46126,"stroma"
0.57254,0.4628,"lymphocyte"
0.57952,0.46071,"stroma"
0.57589,0.46735,"stroma"
0.57226,0.46576,"stroma"
0.57496,0.47071,"tumor"
0.57882,0.48103,"necrosis"
0.57314,0.47776,"blood"
0.57905,0.48012,"blood"
0.57268,0.47975,"blood"
0.57231,0.48066,"stroma"
0.56993,0.4778,"necrosis"
0.57007,0.47253,"stroma"
0.57342,0.48035,"stroma"
0.5751,0.47666,"blood"
0.5798,0.48044,"blood"
0.57077,0.47139,"stroma"
0.57491,0.47825,"blood"
0.57863,0.47712,"blood"
0.57752,0.4773,"blood"
0.57407,0.47925,"stroma"
0.58022,0.47085,"necrosis"
0.57417,0.48075,"blood"
0.57859,0.47807,"tumor"
0.57728,0.47421,"tumor"
0.57151,0.47271,"stroma"
0.57989,0.47662,"tumor"
0.57942,0.47376,"tumor"
0.57877,0.47662,"necrosis"
0.5764,0.48039,"lymphocyte"
0.57012,0.47621,"tumor"
0.57584,0.47894,"blood"
0.57915,0.47962,"necrosis"
0.57747,0.47666,"tumor"
0.57752,0.47807,"lymphocyte"
0.5744,0.47403,"tumor"
0.57324,0.47176,"tumor"
0.57808,0.47712,"necrosis"
0.57459,0.47162,"tumor"
0.57733,0.48066,"necrosis"
0.57915,0.47139,"tumor"
0.57989,0.47871,"tumor"
0.57561,0.4793,"stroma"
0.57333,0.47666,"stroma"
0.57831,0.4748,"tumor"
0.57138,0.47844,"tumor"
0.57491,0.4723,"tumor"
0.57808,0.47139,"tumor"
0.57268,0.47848,"stroma"
0.5778,0.47289,"tumor"
0.57161,0.47994,"blood"
0.57677,0.47217,"tumor"
0.57673,0.48016,"tumor"
0.57165,0.47594,"stroma"
0.57473,0.47562,"tumor"
0.57742,0.4808,"necrosis"
0.57291,0.47362,"tumor"
0.57654,0.47785,"stroma"
0.57035,0.47962,"necrosis"
0.57035,0.47862,"tumor"
0.57096,0.47421,"tumor"
0.57259,0.47503,"tumor"
0.57128,0.47135,"tumor"
0.57859,0.47653,"tumor"
0.5757,0.47262,"tumor"
0.57942,0.48203,"necrosis"
0.57417,0.4863,"stroma"
0.57361,0.48943,"tumor"
0.57984,0.48793,"tumor"
0.57817,0.4888,"tumor"
0.57668,0.4893,"ductal epithelium"
0.57612,0.48357,"stroma"
0.57742,0.4868,"stroma"
0.57598,0.48675,"tumor"
0.57631,0.49121,"stroma"
0.57063,0.48484,"ductal epithelium"
0.57691,0.48512,"stroma"
0.57151,0.48975,"tumor"
0.57375,0.48771,"stroma"
0.57291,0.4873,"tumor"
0.57091,0.48643,"ductal epithelium"
0.58031,0.48925,"tumor"
0.57198,0.48484,"stroma"
0.56989,0.48584,"ductal epithelium"
0.5798,0.49093,"stroma"
0.57905,0.48185,"necrosis"
0.57426,0.48175,"tumor"
0.57919,0.49021,"stroma"
0.57035,0.49089,"tumor"
0.57435,0.49062,"stroma"
0.57291,0.49112,"stroma"
0.57361,0.49957,"stroma"
0.5731,0.49439,"stroma"
0.56993,0.49752,"ductal epithelium"
0.57072,0.49471,"stroma"
0.57245,0.49539,"stroma"
0.56993,0.49575,"ductal epithelium"
0.57752,0.49666,"tumor"
0.57068,0.49798,"ductal epithelium"
0.57445,0.49498,"tumor"
0.57589,0.49616,"tumor"
0.57845,0.49375,"tumor"
0.57119,0.49216,"stroma"
0.57426,0.50134,"stroma"
0.57612,0.49793,"tumor"
0.57719,0.49989,"tumor"
0.57594,0.49243,"tumor"
0.57133,0.49966,"stroma"
0.571,0.50102,"tumor"
0.57994,0.5003,"stroma"
0.57659,0.49393,"tumor"
0.57333,0.49289,"stroma"
0.57766,0.49811,"tumor"
0.57477,0.49893,"stroma"
0.56998,0.50779,"tumor"
0.57003,0.50502,"tumor"
0.57742,0.50929,"tumor"
0.57798,0.50343,"tumor"
0.5731,0.50334,"stroma"
0.57407,0.51007,"tumor"
0.57919,0.51179,"stroma"
0.57491,0.50502,"stroma"
0.57496,0.5032,"stroma"
0.57245,0.51011,"necrosis"
0.57919,0.50861,"tumor"
0.57677,0.50802,"tumor"
0.57249,0.50584,"stroma"
0.57198,0.50857,"tumor"
0.57347,0.50866,"tumor"
0.57789,0.50675,"tumor"
0.57719,0.51038,"tumor"
0.57547,0.50898,"tumor"
0.57407,0.51143,"stroma"
0.57547,0.50748,"tumor"
0.57668,0.50539,"tumor"
0.57161,0.51188,"tumor"
0.57077,0.50375,"tumor"
0.57072,0.50652,"tumor"
0.57119,0.50257,"tumor"
0.57994,0.50479,"tumor"
0.57259,0.50211,"tumor"
0.5757,0.50193,"tumor"
0.57198,0.50366,"tumor"
0.57994,0.50757,"tumor"
0.57961,0.5018,"tumor"
0.57096,0.52161,"lymphocyte"
0.57021,0.52006,"lymphocyte"
0.57831,0.5197,"stroma"
0.57584,0.51643,"lymphocyte"
0.57138,0.52047,"lymphocyte"
0.57091,0.51357,"stroma"
0.58017,0.52052,"lymphocyte"
0.57682,0.51406,"blood"
0.57254,0.5152,"lymphocyte"
0.57161,0.51525,"lymphocyte"
0.57747,0.51688,"stroma"
0.57598,0.51402,"stroma"
0.57282,0.51388,"stroma"
0.57738,0.52061,"stroma"
0.57798,0.51479,"lymphocyte"
0.57994,0.51675,"stroma"
0.57138,0.51888,"lymphocyte"
0.57249,0.51766,"lymphocyte"
0.57072,0.51606,"stroma"
0.57598,0.51307,"blood"
0.5777,0.51602,"stroma"
0.57598,0.52138,"lymphocyte"
0.57687,0.51934,"stroma"
0.57789,0.52202,"lymphocyte"
0.57505,0.51384,"stroma"
0.57421,0.51511,"stroma"
0.57193,0.52179,"lymphocyte"
0.57063,0.51856,"lymphocyte"
0.57514,0.51693,"lymphocyte"
0.57035,0.5127,"stroma"
0.5797,0.51956,"stroma"
0.57994,0.51352,"ductal epithelium"
0.5744,0.52138,"stroma"
0.57226,0.51934,"stroma"
0.57347,0.52029,"stroma"
0.57026,0.51438,"stroma"
0.57338,0.51925,"necrosis"
0.57812,0.51806,"stroma"
0.58022,0.52147,"stroma"
0.57831,0.5212,"lymphocyte"
0.57668,0.51484,"lymphocyte"
0.57598,0.5187,"stroma"
0.57728,0.51856,"stroma"
0.57887,0.51716,"lymphocyte"
0.57249,0.51616,"lymphocyte"
0.57887,0.51216,"stroma"
0.57366,0.51243,"stroma"
0.57426,0.51784,"lymphocyte"
0.57803,0.51225,"stroma"
0.57147,0.5127,"stroma"
0.57998,0.51529,"stroma"
0.57054,0.51729,"lymphocyte"
0.57896,0.51547,"stroma"
0.57896,0.51697,"stroma"
0.57766,0.51311,"stroma"
0.57305,0.52547,"stroma"
0.57305,0.52379,"stroma"
0.57007,0.53147,"stroma"
0.57226,0.52965,"blood"
0.57798,0.52756,"stroma"
0.57594,0.53042,"stroma"
0.57533,0.52579,"stroma"
0.57566,0.5322,"stroma"
0.5711,0.52883,"stroma"
0.57286,0.52243,"lymphocyte"
0.57873,0.52615,"stroma"
0.57389,0.53124,"stroma"
0.57477,0.52656,"stroma"
0.57631,0.52765,"stroma"
0.57896,0.52538,"stroma"
0.57156,0.52615,"stroma"
0.5784,0.52315,"lymphocyte"
0.57319,0.52888,"stroma"
0.5731,0.52488,"stroma"
0.57463,0.52488,"stroma"
0.57426,0.52274,"stroma"
0.57021,0.52424,"stroma"
0.5717,0.53238,"stroma"
0.57645,0.52356,"stroma"
0.57966,0.52879,"stroma"
0.56989,0.52597,"stroma"
0.57952,0.52983,"stroma"
0.57956,0.52302,"stroma"
0.57863,0.52424,"stroma"
0.57068,0.52715,"stroma"
0.571,0.52261,"stroma"
0.57719,0.52306,"stroma"
0.57151,0.53065,"stroma"
0.57617,0.5247,"stroma"
0.5704,0.52415,"stroma"
0.57603,0.52361,"stroma"
0.57956,0.52911,"stroma"
0.57003,0.52234,"tumor"
0.57151,0.52633,"stroma"
0.57882,0.53138,"stroma"
0.57156,0.52952,"stroma"
0.57347,0.52824,"stroma"
0.5777,0.54147,"tumor"
0.5798,0.53451,"stroma"
0.57342,0.53465,"stroma"
0.57463,0.53692,"stroma"
0.57645,0.53765,"stroma"
0.57607,0.5401,"blood"
0.57431,0.54074,"stroma"
0.57566,0.53247,"tumor"
0.56984,0.53929,"stroma"
0.57054,0.53824,"stroma"
0.57882,0.53997,"blood"
0.57124,0.53547,"stroma"
0.57998,0.54251,"tumor"
0.57673,0.53342,"necrosis"
0.5784,0.53938,"blood"
0.57598,0.53529,"stroma"
0.57138,0.5417,"stroma"
0.571,0.53951,"stroma"
0.57338,0.54188,"ductal epithelium"
0.57789,0.53438,"stroma"
0.57766,0.53561,"stroma"
0.57915,0.53774,"blood"
0.57496,0.53906,"stroma"
0.57096,0.54256,"stroma"
0.57584,0.54088,"stroma"
0.57822,0.53283,"tumor"
0.57645,0.53424,"tumor"
0.57356,0.54697,"necrosis"
0.57259,0.5456,"blood"
0.57235,0.55001,"blood"
0.57026,0.54715,"blood"
0.57044,0.5466,"blood"
0.57207,0.5441,"blood"
0.57645,0.54456,"tumor"
0.57412,0.54806,"necrosis"
0.57119,0.54956,"stroma"
0.57803,0.55169,"blood"
0.57728,0.55297,"stroma"
0.57124,0.54678,"necrosis"
0.57091,0.55197,"blood"
0.57496,0.54342,"tumor"
0.57291,0.54347,"tumor"
0.57947,0.5486,"stroma"
0.57766,0.55033,"stroma"
0.57491,0.54878,"blood"
0.57184,0.55092,"blood"
0.5784,0.55115,"blood"
0.57268,0.54701,"necrosis"
0.57147,0.55237,"blood"
0.57528,0.54665,"blood"
0.57463,0.55115,"blood"
0.57887,0.55042,"lymphocyte"
0.57128,0.54465,"necrosis"
0.57175,0.55174,"blood"
0.57477,0.55274,"stroma"
0.57514,0.55092,"blood"
0.57891,0.54579,"necrosis"
0.57286,0.55169,"lymphocyte"
0.57459,0.54674,"necrosis"
0.57612,0.55137,"stroma"
0.58003,0.54529,"necrosis"
0.57249,0.55197,"stroma"
0.5777,0.54397,"tumor"
0.57184,0.54501,"necrosis"
0.57398,0.54447,"tumor"
0.57282,0.5446,"blood"
0.57975,0.54283,"stroma"
0.57193,0.55228,"blood"
0.57342,0.54769,"necrosis"
0.5704,0.55074,"lymphocyte"
0.57798,0.54833,"stroma"
0.57077,0.5476,"stroma"
0.57612,0.55283,"stroma"
0.57435,0.54951,"stroma"
0.57989,0.54983,"stroma"
0.57924,0.55297,"stroma"
0.57607,0.54915,"tumor"
0.57058,0.55278,"stroma"
0.57003,0.54606,"necrosis"
0.57566,0.54456,"tumor"
0.57528,0.55419,"stroma"
0.57487,0.55465,"blood"
0.57798,0.55533,"blood"
0.57919,0.55578,"blood"
0.57547,0.55474,"blood"
0.5717,0.56314,"tumor"
0.57007,0.56314,"tumor"
0.5724,0.55424,"blood"
0.57701,0.55456,"stroma"
0.5717,0.55715,"tumor"
0.57296,0.55319,"lymphocyte"
0.57068,0.55301,"tumor"
0.57966,0.55855,"stroma"
0.57328,0.56269,"tumor"
0.57863,0.55537,"blood"
0.57203,0.55306,"lymphocyte"
0.57031,0.55778,"tumor"
0.57077,0.56174,"tumor"
0.57049,0.55615,"tumor"
0.57063,0.55896,"tumor"
0.57203,0.56196,"tumor"
0.57203,0.55801,"tumor"
0.57714,0.5631,"tumor"
0.57407,0.55592,"tumor"
0.57984,0.55724,"blood"
0.57235,0.55915,"tumor"
0.57184,0.55578,"tumor"
0.57989,0.55937,"tumor"
0.5737,0.56092,"tumor"
0.57189,0.56019,"tumor"
0.57728,0.56873,"tumor"
0.57161,0.56446,"tumor"
0.57482,0.57173,"tumor"
0.57794,0.57173,"tumor"
0.57626,0.5706,"tumor"
0.57286,0.56619,"tumor"
0.57575,0.56933,"tumor"
0.57449,0.56887,"tumor"
0.57547,0.56805,"tumor"
0.575,0.57351,"tumor"
0.57896,0.56751,"tumor"
0.57794,0.56673,"tumor"
0.57026,0.56655,"tumor"
0.57594,0.56669,"tumor"
0.57905,0.5726,"tumor"
0.57017,0.5726,"tumor"
0.57082,0.56555,"tumor"
0.5704,0.56855,"tumor"
0.57338,0.56414,"tumor"
0.57268,0.57846,"tumor"
0.57249,0.58091,"tumor"
0.57756,0.578,"tumor"
0.57877,0.58323,"tumor"
0.57766,0.58196,"tumor"
0.57975,0.57796,"tumor"
0.57645,0.58369,"tumor"
0.573,0.57705,"tumor"
0.57989,0.58105,"tumor"
0.57882,0.57782,"tumor"
0.57538,0.58073,"tumor"
0.56984,0.57669,"tumor"
0.5778,0.58,"tumor"
0.57868,0.5811,"tumor"
0.57505,0.57355,"tumor"
0.57645,0.57778,"tumor"
0.58012,0.58205,"tumor"
0.57203,0.57578,"tumor"
0.57468,0.57869,"tumor"
0.57398,0.57732,"tumor"
0.57463,0.58241,"tumor"
0.57859,0.57682,"tumor"
0.57631,0.58178,"tumor"
0.57091,0.57646,"tumor"
0.57096,0.5791,"tumor"
0.57989,0.5736,"tumor"
0.57994,0.57955,"tumor"
0.57375,0.57496,"tumor"
0.5757,0.57455,"tumor"
0.57956,0.57651,"tumor"
0.57896,0.58228,"tumor"
0.57459,0.58746,"blood"
0.571,0.59264,"blood"
0.57347,0.58687,"blood"
0.57114,0.58414,"stroma"
0.57063,0.59127,"blood"
0.57044,0.58741,"blood"
0.57305,0.58564,"blood"
0.57077,0.58541,"stroma"
0.57226,0.59273,"blood"
0.573,0.589,"necrosis"
0.57412,0.58891,"necrosis"
0.57114,0.59364,"blood"
0.57379,0.58741,"necrosis"
0.57421,0.58641,"blood"
0.57403,0.58832,"blood"
0.57296,0.59287,"blood"
0.57589,0.58805,"blood"
0.56989,0.59191,"stroma"
0.57333,0.58828,"necrosis"
0.571,0.59323,"blood"
0.57249,0.59191,"blood"
0.57165,0.58718,"tumor"
0.57905,0.58591,"necrosis"
0.57217,0.59132,"stroma"
0.57407,0.59232,"lymphocyte"
0.57487,0.58987,"necrosis"
0.57677,0.58641,"blood"
0.57598,0.58923,"lymphocyte"
0.57421,0.58541,"blood"
0.57998,0.58487,"tumor"
0.58026,0.58718,"tumor"
0.5757,0.58678,"blood"
0.57389,0.59114,"stroma"
0.57649,0.58537,"blood"
0.57324,0.59377,"blood"
0.57282,0.59237,"blood"
0.57933,0.58828,"tumor"
0.57324,0.58746,"necrosis"
0.57421,0.59327,"stroma"
0.57491,0.58973,"necrosis"
0.57905,0.58455,"tumor"
0.57487,0.59727,"blood"
0.57487,0.59496,"blood"
0.57151,0.59432,"stroma"
0.57659,0.59823,"blood"
0.57086,0.596,"blood"
0.5724,0.6035,"stroma"
0.57068,0.60273,"stroma"
0.57426,0.60409,"tumor"
0.5778,0.60314,"stroma"
0.57654,0.59727,"stroma"
0.57063,0.59455,"blood"
0.57496,0.60268,"stroma"
0.57049,0.60123,"stroma"
0.57519,0.59623,"blood"
0.57356,0.60277,"lymphocyte"
0.57915,0.60404,"stroma"
0.57491,0.59586,"blood"
0.57705,0.60404,"stroma"
0.57463,0.59768,"blood"
0.57384,0.59696,"stroma"
0.57822,0.60423,"stroma"
0.57366,0.59468,"stroma"
0.57542,0.59677,"necrosis"
0.57477,0.59796,"lymphocyte"
0.57012,0.59414,"lymphocyte"
0.57845,0.59682,"tumor"
0.57184,0.59605,"stroma"
0.5744,0.59668,"stroma"
0.57291,0.60959,"stroma"
0.5778,0.60904,"blood"
0.57589,0.60745,"stroma"
0.57068,0.60936,"stroma"
0.5784,0.60709,"stroma"
0.57733,0.60786,"stroma"
0.58008,0.60859,"stroma"
0.57803,0.60573,"stroma"
0.57403,0.61032,"stroma"
0.57668,0.60873,"stroma"
0.57231,0.61395,"ductal epithelium"
0.57044,0.60532,"stroma"
0.57398,0.61418,"stroma"
0.57738,0.61045,"stroma"
0.57082,0.61313,"tumor"
0.57352,0.61263,"stroma"
0.57538,0.61159,"tumor"
0.57091,0.61141,"stroma"
0.57235,0.61182,"stroma"
0.57952,0.60736,"stroma"
0.57691,0.60636,"stroma"
0.57528,0.60923,"stroma"
0.57138,0.60704,"stroma"
0.57598,0.60891,"stroma"
0.57305,0.60527,"stroma"
0.57179,0.61263,"stroma"
0.57184,0.61072,"stroma"
0.57566,0.60654,"stroma"
0.57179,0.61681,"blood"
0.57077,0.61709,"stroma"
0.57626,0.61854,"stroma"
0.57784,0.62322,"stroma"
0.57347,0.62449,"stroma"
0.57133,0.62331,"stroma"
0.57994,0.61904,"stroma"
0.57482,0.62422,"stroma"
0.57221,0.62227,"stroma"
0.57547,0.62022,"stroma"
0.57407,0.62331,"stroma"
0.57347,0.61563,"stroma"
0.57994,0.62018,"stroma"
0.57091,0.62054,"lymphocyte"
0.57714,0.61609,"stroma"
0.57347,0.61872,"lymphocyte"
0.57454,0.6209,"lymphocyte"
0.57542,0.62168,"lymphocyte"
0.57263,0.62031,"stroma"
0.57421,0.61836,"stroma"
0.57626,0.62463,"stroma"
0.57812,0.61954,"stroma"
0.57966,0.6234,"tumor"
0.57994,0.61604,"necrosis"
0.57798,0.61759,"stroma"
0.57794,0.62181,"stroma"
0.57826,0.616,"stroma"
0.57933,0.62118,"stroma"
0.57314,0.61895,"stroma"
0.57956,0.62231,"stroma"
0.57435,0.62118,"stroma"
0.5757,0.61754,"stroma"
0.58022,0.61586,"tumor"
0.56984,0.6175,"stroma"
0.57161,0.61936,"stroma"
0.57431,0.61691,"stroma"
0.57217,0.62245,"stroma"
0.57594,0.62318,"stroma"
0.58008,0.62081,"stroma"
0.57547,0.62163,"stroma"
0.57393,0.61986,"stroma"
0.57947,0.62481,"stroma"
0.57086,0.6185,"stroma"
0.57226,0.63081,"stroma"
0.57775,0.62913,"stroma"
0.57673,0.63408,"stroma"
0.57077,0.63263,"stroma"
0.58026,0.62736,"stroma"
0.5764,0.63217,"stroma"
0.57966,0.63136,"blood"
0.57845,0.63317,"stroma"
0.571,0.63017,"stroma"
0.57286,0.63499,"stroma"
0.57835,0.63149,"stroma"
0.57598,0.62977,"stroma"
0.57421,0.62631,"stroma"
0.57189,0.63408,"stroma"
0.57393,0.63117,"stroma"
0.57933,0.62799,"stroma"
0.57058,0.63426,"stroma"
0.57594,0.62772,"stroma"
0.57068,0.62586,"tumor"
0.57282,0.62608,"stroma"
0.57454,0.62795,"stroma"
0.57835,0.62495,"stroma"
0.5778,0.6269,"stroma"
0.5731,0.62945,"stroma"
0.57547,0.62631,"ductal epithelium"
0.57003,0.62858,"stroma"
0.57463,0.63422,"stroma"
0.57947,0.62581,"stroma"
0.5717,0.62899,"stroma"
0.57412,0.63322,"stroma"
0.57817,0.63449,"stroma"
0.57552,0.63295,"stroma"
0.57575,0.6314,"stroma"
0.57226,0.63958,"tumor"
0.57635,0.63781,"stroma"
0.57193,0.63858,"tumor"
0.57068,0.64285,"tumor"
0.57635,0.63567,"stroma"
0.57649,0.64476,"blood"
0.57031,0.63781,"tumor"
0.5711,0.6354,"stroma"
0.57245,0.64208,"necrosis"
0.57775,0.64485,"blood"
0.57961,0.64476,"lymphocyte"
0.57798,0.63604,"stroma"
0.57859,0.64322,"necrosis"
0.57356,0.63799,"stroma"
0.57403,0.64422,"lymphocyte"
0.57798,0.63731,"stroma"
0.57998,0.64331,"stroma"
0.57114,0.63699,"stroma"
0.5744,0.63586,"tumor"
0.57021,0.64449,"tumor"
0.57459,0.63731,"stroma"
0.57068,0.63999,"tumor"
0.5731,0.64108,"necrosis"
0.5791,0.64208,"blood"
0.57998,0.6514,"blood"
0.5777,0.65381,"necrosis"
0.56993,0.6549,"tumor"
0.57044,0.64549,"necrosis"
0.57212,0.64767,"necrosis"
0.57607,0.65008,"blood"
0.57026,0.65194,"stroma"
0.58017,0.64676,"blood"
0.57449,0.64876,"blood"
0.58031,0.6529,"necrosis"
0.57961,0.64626,"lymphocyte"
0.56989,0.64603,"necrosis"
0.58003,0.6519,"necrosis"
0.57835,0.64681,"blood"
0.5771,0.6524,"tumor"
0.57231,0.65544,"tumor"
0.57459,0.64608,"blood"
0.5744,0.64685,"blood"
0.57552,0.65022,"blood"
0.57691,0.64763,"blood"
0.57063,0.6534,"lymphocyte"
0.57584,0.64708,"blood"
0.57617,0.64631,"stroma"
0.571,0.64763,"tumor"
0.57212,0.65376,"tumor"
0.57524,0.64544,"stroma"
0.57714,0.64863,"necrosis"
0.57459,0.65526,"tumor"
0.57877,0.65226,"blood"
0.57784,0.65162,"blood"
0.57347,0.65262,"stroma"
0.57617,0.65099,"tumor"
0.57775,0.6464,"necrosis"
0.57947,0.65185,"necrosis"
0.57384,0.65353,"tumor"
0.57812,0.6474,"stroma"
0.57975,0.64694,"blood"
0.57882,0.65521,"blood"
0.57375,0.6554,"tumor"
0.57114,0.66444,"tumor"
0.57328,0.6593,"tumor"
0.57538,0.6623,"tumor"
0.57998,0.66462,"tumor"
0.57012,0.65667,"tumor"
0.57077,0.65885,"tumor"
0.57328,0.6623,"tumor"
0.57254,0.65581,"tumor"
0.57398,0.66567,"tumor"
0.571,0.65781,"tumor"
0.57207,0.65712,"tumor"
0.57701,0.66094,"tumor"
0.57826,0.65635,"tumor"
0.58012,0.66276,"tumor"
0.5778,0.65758,"tumor"
0.57673,0.65826,"tumor"
0.57603,0.65926,"tumor"
0.57649,0.65617,"tumor"
0.5777,0.65894,"tumor"
0.57431,0.65671,"tumor"
0.57794,0.66517,"tumor"
0.57901,0.66349,"tumor"
0.57682,0.66299,"tumor"
0.57105,0.66308,"tumor"
0.57403,0.65762,"tumor"
0.57105,0.66067,"tumor"
0.57296,0.66562,"tumor"
0.5764,0.65735,"necrosis"
0.57524,0.65681,"tumor"
0.57905,0.6658,"tumor"
0.57347,0.66367,"tumor"
0.57975,0.66062,"tumor"
0.58008,0.65821,"tumor"
0.5784,0.65994,"tumor"
0.57687,0.6653,"tumor"
0.57514,0.6599,"tumor"
0.57607,0.65762,"tumor"
0.5758,0.66494,"tumor"
0.57924,0.66176,"tumor"
0.57859,0.66499,"tumor"
0.57231,0.66208,"tumor"
0.573,0.66462,"tumor"
0.57724,0.67503,"lymphocyte"
0.57449,0.66944,"tumor"
0.5757,0.66862,"tumor"
0.57794,0.67562,"lymphocyte"
0.57254,0.67048,"tumor"
0.57175,0.66617,"tumor"
0.57445,0.6678,"tumor"
0.57705,0.67076,"tumor"
0.57296,0.67603,"tumor"
0.58022,0.66726,"tumor"
0.56993,0.67289,"tumor"
0.57514,0.67139,"tumor"
0.57491,0.66676,"tumor"
0.57728,0.66739,"tumor"
0.58031,0.67376,"stroma"
0.57203,0.66839,"tumor"
